hr,arr
58,false
58,false
60,false
58,false
58,false
60,false
58,false
60,false
62,false
56,false
57,false
60,false
55,false
56,false
68,false
68,false
65,false
66,false
66,false
67,false
66,false
65,false
66,false
68,false
64,false
65,false
65,false
66,false
67,false
63,false
65,false
66,false
67,false
66,false
66,false
66,false
67,false
69,false
67,false
66,false
66,false
67,false
71,false
66,false
64,false
66,false
65,false
67,false
67,false
67,false
67,false
67,false
67,false
67,false
68,false
66,false
66,false
66,false
68,false
67,false
66,false
69,false
67,false
65,false
66,false
66,false
65,false
66,false
65,false
66,false
66,false
67,false
65,false
66,false
66,false
67,false
67,false
66,false
65,false
68,false
67,false
65,false
66,false
66,false
66,false
65,false
67,false
67,false
67,false
66,false
66,false
66,false
64,false
67,false
65,false
64,false
65,false
65,false
64,false
66,false
65,false
66,false
65,false
65,false
66,false
65,false
64,false
66,false
66,false
66,false
65,false
67,false
70,false
65,false
67,false
69,false
73,false
71,false
75,false
78,true
72,false
72,false
73,false
74,false
75,false
75,false
73,false
70,false
72,false
71,false
74,true
73,false
74,false
78,false
79,false
78,false
74,false
73,false
74,false
75,false
76,false
76,false
74,false
75,false
73,false
74,false
74,true
74,false
73,false
72,false
74,false
72,false
73,false
73,false
70,false
71,false
73,false
76,false
83,false
84,false
84,false
84,false
80,false
79,true
79,true
76,false
76,false
76,false
75,false
76,false
75,false
75,false
75,false
75,false
76,false
77,false
77,false
77,false
80,false
83,false
83,false
83,false
83,true
78,false
83,true
84,true
78,false
83,true
82,true
79,false
80,false
81,false
80,false
81,true
78,false
82,true
80,false
82,false
82,true
79,false
84,true
79,false
80,false
81,true
80,false
80,false
83,true
82,false
81,true
81,false
80,false
80,false
84,true
80,false
80,false
79,false
81,true
85,true
77,false
76,false
83,true
81,true
80,false
78,false
82,true
80,false
80,true
78,false
80,false
83,true
78,true
81,false
83,false
85,true
87,true
87,true
88,true
85,true
83,true
84,false
82,true
79,false
81,false
81,true
81,true
77,false
81,true
81,false
81,false
81,false
81,true
80,false
82,true
84,true
76,false
77,false
76,false
79,false
78,false
75,false
79,false
78,false
77,false
78,false
79,false
78,false
78,false
80,true
81,true
78,false
76,false
76,false
72,false
73,false
77,false
79,false
75,false
72,false
73,false
71,false
73,false
72,false
71,false
71,false
72,false
73,false
69,false
71,false
70,false
68,false
68,false
70,false
69,false
71,false
72,false
70,false
71,false
73,false
71,false
71,false
72,false
71,false
69,false
71,false
70,false
71,false
71,false
70,false
71,false
69,false
68,false
69,false
71,false
69,false
69,false
69,false
69,false
70,false
68,false
72,false
69,false
69,false
70,false
70,false
69,false
68,false
68,false
72,false
75,false
76,false
78,false
79,false
78,false
73,false
73,true
71,false
72,false
68,false
66,false
66,false
69,false
68,false
67,false
68,false
68,false
69,false
72,false
74,false
72,false
71,false
67,false
68,false
70,false
70,false
67,false
67,false
70,false
69,false
69,false
70,false
68,false
70,false
71,false
70,false
71,false
73,false
72,false
72,false
69,false
71,false
68,false
69,false
69,false
69,false
69,false
70,false
70,false
69,false
68,false
70,false
69,false
68,false
70,false
68,false
68,false
67,false
67,false
69,false
70,false
69,false
71,false
69,false
70,false
69,false
69,false
70,false
69,false
69,false
71,false
68,false
68,false
68,false
69,false
70,false
70,false
71,false
70,false
69,false
71,false
72,false
71,false
71,false
72,false
71,false
71,false
70,false
70,false
69,false
70,false
71,false
72,false
72,false
70,false
70,false
71,false
69,false
68,false
71,false
71,false
70,false
71,false
69,false
69,false
69,false
70,false
72,false
70,false
69,false
71,false
71,false
70,false
74,false
73,false
70,false
70,false
71,false
71,false
72,false
69,false
68,false
69,false
70,false
72,false
69,false
69,false
70,false
69,false
69,false
71,false
70,false
67,false
69,false
70,false
70,false
70,false
71,false
70,false
72,false
72,false
70,false
70,false
70,false
69,false
69,false
69,false
70,false
70,false
70,false
72,false
70,false
72,false
71,false
72,false
71,false
70,false
70,false
69,false
69,false
69,false
70,false
71,false
71,false
69,false
70,false
72,false
69,false
72,false
70,false
70,false
69,false
70,false
71,false
69,false
69,false
70,false
70,false
72,false
71,false
72,false
73,false
73,false
71,false
71,false
72,false
73,false
70,false
71,false
70,false
70,false
70,false
72,false
72,false
71,false
72,false
71,false
70,false
70,false
72,false
72,false
72,false
70,false
71,false
70,false
70,false
72,false
72,false
68,false
69,false
68,false
69,true
71,false
69,false
69,false
72,false
72,false
72,false
71,false
72,false
71,false
71,false
72,false
70,false
70,false
69,false
70,false
69,false
68,false
70,false
71,false
69,false
69,false
70,false
70,false
70,false
70,false
71,false
70,false
71,false
71,false
70,false
68,false
69,false
71,false
70,false
72,false
72,false
72,false
72,false
73,false
71,false
71,false
72,false
70,false
71,false
71,false
68,false
70,false
73,false
75,false
74,false
77,false
77,false
79,false
80,false
81,false
82,false
81,false
77,false
76,false
76,false
77,false
76,false
75,false
74,false
75,false
74,false
73,false
74,false
74,false
75,false
76,false
75,false
75,false
75,false
75,false
75,false
75,false
76,false
76,false
76,false
77,false
76,false
75,false
76,false
76,false
76,false
76,false
75,false
77,false
77,false
78,false
79,false
78,false
78,false
77,false
77,false
77,false
77,false
75,false
76,false
76,false
74,false
75,false
76,false
75,false
77,false
76,false
73,false
73,false
74,false
73,false
73,false
75,false
75,false
72,false
74,false
74,false
71,false
73,false
73,false
73,false
74,false
74,false
72,false
70,false
71,false
69,false
70,false
67,false
69,false
70,false
68,false
68,false
68,false
69,false
69,false
69,false
68,false
69,false
67,false
67,false
67,false
66,false
68,false
68,false
69,false
67,false
68,false
68,false
69,false
75,true
71,false
72,false
71,false
70,false
67,false
67,false
66,false
69,false
65,false
65,false
66,false
67,false
68,false
67,false
65,false
67,false
68,false
68,false
66,false
66,false
66,false
67,false
67,false
67,false
67,false
68,false
67,false
67,false
66,false
68,false
72,false
73,false
73,false
77,false
79,false
81,false
82,false
82,false
82,false
82,false
82,false
83,false
83,false
80,false
78,false
79,false
79,false
77,false
75,false
75,false
78,false
81,false
81,false
81,false
76,false
75,false
78,false
82,false
82,false
82,false
85,false
87,false
86,false
83,false
81,false
81,false
79,false
80,false
80,false
81,false
80,false
81,false
81,false
79,false
79,false
81,false
83,false
83,false
83,false
83,false
83,false
82,false
80,false
79,false
79,false
80,false
79,false
80,false
79,false
80,false
79,false
79,false
80,false
80,false
80,false
80,false
80,false
80,false
81,false
80,false
80,false
80,false
81,false
80,false
79,false
80,false
80,false
80,false
81,false
82,false
80,false
80,false
81,false
81,false
80,false
80,false
80,false
80,false
80,false
81,false
80,false
81,false
79,false
78,false
78,false
78,false
78,false
79,false
77,false
77,false
78,false
79,false
81,false
83,false
83,false
81,false
78,false
77,false
77,false
76,false
75,false
76,false
76,false
75,false
76,false
76,false
76,false
76,false
75,false
74,false
75,false
74,false
75,false
75,false
77,false
76,false
75,false
75,false
76,false
76,false
75,false
76,false
75,false
75,false
76,false
76,false
76,false
76,false
75,false
75,false
74,false
73,false
73,false
74,false
74,false
74,false
74,false
75,false
75,false
74,false
74,false
74,false
74,false
74,false
75,false
74,false
74,false
74,false
74,false
72,false
73,false
74,false
74,false
73,false
74,false
75,false
75,false
75,false
76,false
74,false
75,false
75,false
74,false
74,false
74,false
73,false
74,false
75,false
74,false
74,false
74,false
74,false
76,false
75,false
74,false
75,false
74,false
74,false
74,false
74,false
74,false
74,false
74,false
74,false
76,false
77,false
77,false
76,false
74,false
75,false
74,false
74,false
75,true
69,false
68,false
67,false
68,false
68,false
68,false
67,false
67,false
68,false
70,false
76,false
76,false
80,false
80,false
77,false
78,false
77,false
78,false
78,false
76,false
75,false
76,false
76,false
75,false
77,false
74,false
70,false
68,false
68,false
68,false
69,false
69,false
68,false
67,false
66,false
67,false
68,false
67,false
66,false
67,false
67,false
66,false
64,false
63,false
64,false
65,false
65,false
67,false
65,false
65,false
65,false
64,false
65,false
64,false
64,false
66,false
66,false
65,false
64,false
65,false
66,false
66,false
67,false
66,false
66,false
66,false
66,false
65,false
65,false
66,false
66,false
66,false
67,false
66,false
66,false
67,false
65,false
65,false
66,false
65,false
64,false
65,false
67,false
67,false
66,false
65,false
66,false
66,false
65,false
64,false
65,false
66,false
66,false
66,false
65,false
65,false
65,false
65,false
65,false
65,false
66,false
68,false
67,false
66,false
67,false
67,false
65,false
66,false
66,false
65,false
68,false
68,false
71,false
68,false
68,false
69,false
69,false
66,false
67,false
67,false
67,false
66,false
67,false
67,false
67,false
67,false
66,false
65,false
66,false
65,false
66,false
66,false
67,false
66,false
66,false
67,false
67,false
69,false
69,false
69,false
68,false
68,false
68,false
68,false
68,false
69,false
68,false
66,false
67,false
67,false
67,false
68,false
68,false
67,false
66,false
67,false
66,false
68,false
69,false
70,false
69,false
69,false
71,false
70,false
70,false
70,false
69,false
68,false
68,false
69,false
68,false
69,false
69,false
68,false
68,false
67,false
66,false
68,false
72,false
75,false
73,false
76,false
79,false
80,false
82,false
82,false
81,false
80,false
81,false
82,false
80,false
80,false
80,false
78,false
79,false
77,false
76,false
79,false
78,false
77,false
76,false
81,false
76,false
77,false
79,false
76,false
76,false
76,false
74,false
74,false
72,false
72,false
73,false
73,false
74,false
72,false
72,false
72,false
73,false
73,false
72,false
70,false
73,false
73,false
74,false
78,false
79,false
79,false
83,false
84,false
86,false
87,false
86,false
84,false
81,false
82,false
82,false
